x_linear,y_linear,z_linear,x_acelerometro,y_acelerometro,z_acelerometro,x_giroscopio,y_giroscopio,z_giroscopio,evento
0.1175208556408355,0.8403347834378718,-0.079958242878199,0.1175208631332025,0.8403348020560553,9.726692698320493,-0.0136468408688311,0.0127601653353939,0.0004650602585977784,0.0
0.1558637047963795,0.9080736231641636,-0.1269804851174651,0.1558637181522497,0.9080736467978596,9.67967052020628,0.0031426035468324,0.0113007635555821,-0.014549607185182,0.0
0.2039476704336724,1.1100573761587262,-0.0394334925873551,0.2039477056744987,1.1100572870665042,9.767217389622855,6.583461458446282e-05,0.0053768224368194,0.0068709054799387,0.0
0.240043038839679,1.1152867408166829,-0.0747197462287597,0.2400430560789024,1.115286836021134,9.73193314078126,0.0090812381163064,-0.0043212816440464,-0.0005968002876020981,0.0
0.256639127805915,1.0162871476171544,-0.2005960075119446,0.2566391415494291,1.0162871950466166,9.606054649690858,-0.0172163109659599,-0.0008968851289814228,0.0147056911617792,0.0
0.1046502800480384,0.8736194169036455,-0.1780772364606389,0.1046502709833823,0.8736192777184271,9.628573781609772,-0.0236375986028738,0.0014993701142996,0.0335511914971716,0.0
0.1013759591085822,1.1834571647963583,0.0609467725762652,0.1013759133900606,1.183457300255775,9.8675976136002,0.0002725191463657649,-0.001306689492148,0.0183180676488777,0.0
0.1543961057840631,1.424270550568192,0.1366005766477405,0.1543961299427778,1.4242705249158512,9.94324874312921,0.0525067286248714,0.0070977355679048,-0.0027851214595413,0.0
0.225484110269067,1.2181503644418967,-0.023225507938161,0.2254841080129463,1.2181502952663834,9.783426237212812,0.0819012883208665,0.0012577454143724,-0.0209470753539975,0.0
0.2745378039347201,0.9673749467245942,-0.1499066529951747,0.2745377941176801,0.9673750841607583,9.65674596786224,-0.0169625116634554,0.008045463398928,0.0036382633433522,0.0
0.1185592911373181,0.8825134644136883,-0.1386473161128213,0.1185593074639732,0.8825135334655525,9.668003837910057,-0.0625149761663226,0.0040303601888682,0.0080883765007078,0.0
0.0189535785020871,0.9677340994856624,-0.1233366175356839,0.0189535555325799,0.96773399865575,9.683313246881866,-0.0421336393551817,0.004712229901489,0.0180295473873099,0.0
0.0513665009361927,1.1999234441728597,0.0492453533193399,0.0513664750107896,1.1999233929409954,9.855895163927809,0.0131763196278805,0.0039069494711936,-0.0019154709080617,0.0
0.2313419939095619,1.2569675452775684,0.1197560087230531,0.2313419976503345,1.2569675269557932,9.926407729564916,0.0577389317332429,0.0052113824714636,-0.0227353890592309,0.0
0.2480478951593621,1.187268362245507,-0.061182474515683,0.2480479091841283,1.187268286755816,9.745466530444585,0.0783334570611894,0.000935298413554983,-0.0123055198474699,0.0
0.2194299570000102,1.1330004354898435,-0.1803270957636667,0.2194299787377756,1.1330005147012043,9.626323331659233,-0.0217527870196543,0.0087979504555171,0.0050562617785007,0.0
0.2126675200644357,0.9795890349011556,-0.044727413348239,0.2126675068655835,0.979589137265584,9.76192360848029,-0.0517016830770506,0.0068477539147867,0.0171363581511953,0.0
-0.0125372292321506,0.9455660274704688,-0.0075083893286581,-0.0125372138412434,0.9455660451672968,9.799140400079876,-0.0661037009149963,-0.004807818250612,0.0277520448097452,0.0
